9580722,9890883,96.86%
9800802,10044650,97.57%
9429573,9807886,96.14%
10523617,10868633,96.83%
9237069,9536810,96.86%
10249011,10874077,94.25%
9297966,9705970,95.80%
9036180,9549748,94.62%
9875419,10311124,95.77%
10141891,10680024,94.96%
9705253,10227662,94.89%
9195480,9606730,95.72%
9385724,9871442,95.08%
9552081,10069012,94.87%
9734972,10208713,95.36%
10563444,10898887,96.92%
10336427,10968068,94.24%
10523435,10845292,97.03%
10179623,10436072,97.54%
9427690,9875381,95.47%
9097460,9588261,94.88%
10100067,10638677,94.94%
9456019,9855338,95.95%
9991505,10376741,96.29%
9380876,9938872,94.39%
9676775,9981575,96.95%
10011505,10503614,95.31%
9983872,10467079,95.38%
9858592,10171399,96.92%
9603237,10046463,95.59%
9836327,10206891,96.37%
10164494,10755291,94.51%
9444108,9754794,96.82%
10104331,10467142,96.53%
9470008,10025290,94.46%
10528502,10871355,96.85%
9500839,9826983,96.68%
9467002,9689935,97.70%
9779121,10039936,97.40%
9872797,10260118,96.22%
9354299,9619887,97.24%
9332908,9776318,95.46%
10079037,10409438,96.83%
10640732,10904597,97.58%
9226490,9536171,96.75%
9196039,9756032,94.26%
9490399,9791593,96.92%
9213472,9434227,97.66%
10411803,10688308,97.41%
10512586,10944302,96.06%
9317411,9868814,94.41%
9803384,10309398,95.09%
9839147,10104064,97.38%
10084132,10338075,97.54%
9952620,10518371,94.62%
10235877,10664970,95.98%
9482126,9748982,97.26%
10130458,10705631,94.63%
9271717,9618037,96.40%
9384243,9880701,94.98%
10121744,10608773,95.41%
10010105,10590695,94.52%
9480077,9934019,95.43%
9684530,10186206,95.07%
9317654,9547319,97.59%
9626760,10180587,94.56%
9119911,9543117,95.57%
10426392,10890186,95.74%
9234876,9731145,94.90%
9380572,9935697,94.41%
9767516,10020469,97.48%
9414057,9652725,97.53%
10254968,10689968,95.93%
9020527,9497751,94.98%
10411872,10847482,95.98%
9882739,10282488,96.11%
10305894,10812315,95.32%
10160165,10742379,94.58%
9417236,9723027,96.85%
10283487,10802636,95.19%
10402792,10863574,95.76%
9259285,9513405,97.33%
9729555,10075295,96.57%
9946731,10393869,95.70%
10515031,10833388,97.06%
10404704,10912206,95.35%
10092265,10473123,96.36%
9255808,9672691,95.69%
10092524,10535995,95.79%
10277301,10906109,94.23%
9619737,10204251,94.27%
9196159,9507710,96.72%
9366913,9742455,96.15%
10239105,10823461,94.60%
10318269,10632995,97.04%
9909272,10516767,94.22%
9065990,9439029,96.05%
9371415,9699741,96.62%
9079044,9491089,95.66%
10068037,10431805,96.51%
9199626,9641611,95.42%
10291895,10878199,94.61%
10586944,10989545,96.34%
10356460,10695493,96.83%
10231958,10533880,97.13%
10032867,10405004,96.42%
9510164,9889630,96.16%
9655134,10085059,95.74%
10496050,10820804,97.00%
10349092,10628596,97.37%
9188200,9428097,97.46%
9943559,10305793,96.49%
9349069,9865200,94.77%
10105566,10469041,96.53%
9969771,10206318,97.68%
9339625,9804906,95.25%
10695023,10999761,97.23%
10119224,10551263,95.91%
9095023,9492026,95.82%
9784553,10137094,96.52%
9932254,10506309,94.54%
9962139,10480205,95.06%
9127874,9582734,95.25%
10320636,10645055,96.95%
10345860,10891021,94.99%
10535869,10816221,97.41%
9261540,9744878,95.04%
10317970,10742121,96.05%
9966010,10232573,97.39%
10432003,10854876,96.10%
9145036,9686937,94.41%
,,95.97%
