10212436,10851751,94.11%
8141362,8469352,96.13%
9007471,9319037,96.66%
8625988,9008616,95.75%
7664074,8124883,94.33%
9215759,9822908,93.82%
8338987,8901210,93.68%
9490357,9968640,95.20%
9103632,9466529,96.17%
8150810,8583380,94.96%
8863714,9442620,93.87%
7811710,8060397,96.91%
7595353,8069299,94.13%
8257879,8531798,96.79%
8221044,8447901,97.31%
9403853,9832667,95.64%
9204157,9839746,93.54%
7804242,8143922,95.83%
10190026,10902549,93.46%
8317037,8709419,95.49%
9356615,9834953,95.14%
8263674,8777191,94.15%
8180300,8447302,96.84%
10267756,10560749,97.23%
8929263,9347120,95.53%
8736357,9019440,96.86%
7858897,8264184,95.10%
8238009,8774508,93.89%
7784937,8125175,95.81%
9889932,10212576,96.84%
8317767,8588622,96.85%
8093874,8543314,94.74%
9394343,9798412,95.88%
7718379,8212151,93.99%
10259745,10529733,97.44%
8303957,8539878,97.24%
9346547,9624022,97.12%
8429613,8838337,95.38%
10060852,10706734,93.97%
9180670,9816977,93.52%
8688367,9296555,93.46%
7687744,8135367,94.50%
9754908,10052555,97.04%
9874727,10447954,94.51%
8766933,9072037,96.64%
8000517,8539153,93.69%
7663372,8114551,94.44%
9850340,10431225,94.43%
8575577,9041454,94.85%
10254754,10590695,96.83%
10085817,10583785,95.29%
9591877,10016640,95.76%
7835633,8233669,95.17%
8720077,9177039,95.02%
10580076,10968219,96.46%
8030360,8245169,97.39%
8402388,8890026,94.51%
8891389,9209141,96.55%
8740020,9239443,94.59%
9060627,9471436,95.66%
9603028,9857258,97.42%
10358658,10771399,96.17%
9143514,9435470,96.91%
8868611,9372530,94.62%
9784671,10263703,95.33%
8074130,8448953,95.56%
9420332,9883012,95.32%
9330673,9774679,95.46%
10307080,10700903,96.32%
8409612,8777955,95.80%
7889622,8083682,97.60%
9617466,9908256,97.07%
8483558,9073518,93.50%
8629804,8857499,97.43%
10352943,10758293,96.23%
7903428,8314443,95.06%
8279508,8870845,93.33%
9098599,9414749,96.64%
8025720,8527291,94.12%
8691478,9131683,95.18%
7583315,8047632,94.23%
10224048,10755314,95.06%
8259813,8732162,94.59%
8527609,8820577,96.68%
9960738,10441758,95.39%
7773476,8195771,94.85%
9819447,10195986,96.31%
9335429,9772228,95.53%
8458353,8795459,96.17%
9026510,9530074,94.72%
10094114,10803650,93.43%
9358655,9605717,97.43%
9051644,9372912,96.57%
9733593,10320819,94.31%
7880548,8074425,97.60%
8342910,8920533,93.52%
9965482,10221987,97.49%
9165527,9497225,96.51%
8241169,8828685,93.35%
9791508,10380639,94.32%
7876419,8289957,95.01%
8733206,9084972,96.13%
9068854,9482090,95.64%
9201525,9494448,96.91%
9557184,10202395,93.68%
8563056,8842194,96.84%
9504989,9752244,97.46%
10006208,10696299,93.55%
9751424,10205833,95.55%
9181117,9680225,94.84%
8265674,8529160,96.91%
7824471,8207356,95.33%
7848395,8297916,94.58%
8898695,9311802,95.56%
10059781,10379024,96.92%
9905028,10543683,93.94%
9671384,10114782,95.62%
10219730,10478482,97.53%
7818118,8376031,93.34%
9324516,9730736,95.83%
8256331,8522340,96.88%
7844502,8385516,93.55%
10532224,10932818,96.34%
8180741,8394064,97.46%
10198863,10542472,96.74%
7741222,8130385,95.21%
10410797,10673520,97.54%
10405473,10857228,95.84%
8745878,9085778,96.26%
8379459,8776379,95.48%
7689842,8089057,95.06%
9349979,9735177,96.04%
9520194,10054572,94.69%
7652511,8027038,95.33%
10407252,10994311,94.66%
9996040,10341129,96.66%
7949723,8178806,97.20%
9431256,9720192,97.03%
9471011,9899698,95.67%
9619063,10125558,95.00%
7803869,8183206,95.36%
9321092,9840784,94.72%
9197624,9726988,94.56%
9392557,9840537,95.45%
9201022,9644043,95.41%
8050969,8580849,93.82%
9047674,9591277,94.33%
8430487,8662120,97.33%
8363993,8586661,97.41%
9473880,9892915,95.76%
8358080,8658595,96.53%
8492768,8879695,95.64%
9534435,10025651,95.10%
8327680,8610377,96.72%
8852649,9108293,97.19%
8598937,9196663,93.50%
8116951,8651720,93.82%
7744967,8213685,94.29%
9332240,9715484,96.06%
7698843,8141491,94.56%
9409803,9979112,94.29%
9932346,10373558,95.75%
8050783,8576213,93.87%
10109942,10511194,96.18%
9531916,10081349,94.55%
9326126,9728720,95.86%
7481857,8017340,93.32%
9728628,10191171,95.46%
7993568,8399322,95.17%
9323936,9725000,95.88%
8405671,8962498,93.79%
8362537,8804208,94.98%
8263912,8692771,95.07%
9712356,10141656,95.77%
10217402,10525494,97.07%
8904559,9173284,97.07%
8227270,8794417,93.55%
9558906,10209050,93.63%
9971240,10513073,94.85%
9451368,9861135,95.84%
8611403,9024207,95.43%
9567195,10168229,94.09%
10240011,10774500,95.04%
10532387,10898074,96.64%
8517958,9023757,94.39%
7864279,8406295,93.55%
9364864,9837673,95.19%
8605743,9193422,93.61%
9784503,10312873,94.88%
8017806,8371824,95.77%
10077803,10565350,95.39%
10092407,10686294,94.44%
7913879,8327700,95.03%
9586937,10003752,95.83%
9619115,10146155,94.81%
7600516,8035144,94.59%
8108177,8362333,96.96%
9126161,9421075,96.87%
9059327,9346778,96.92%
9582593,10075979,95.10%
,,95.46%
