29136687,29553047,98.59%
31850966,33056098,96.35%
33607027,34614703,97.09%
29233159,30311404,96.44%
30369309,30796046,98.61%
26033513,26977243,96.50%
24865147,25374816,97.99%
32878493,33676159,97.63%
36641642,37092656,98.78%
25051484,25401918,98.62%
23555141,24294113,96.96%
31190640,31950242,97.62%
32586042,33655686,96.82%
26205538,26535417,98.76%
30262737,31117073,97.25%
28017908,29030865,96.51%
33910275,34851696,97.30%
22620840,23132799,97.79%
22388482,23149818,96.71%
28820265,29821254,96.64%
34938235,35954486,97.17%
32922914,33729120,97.61%
28091175,29144224,96.39%
31954884,33211868,96.22%
28371092,29050653,97.66%
29372056,30431277,96.52%
26338244,27118675,97.12%
26697826,27189629,98.19%
26725487,27540838,97.04%
23316535,24091223,96.78%
32705025,33162026,98.62%
33143831,34421713,96.29%
32083959,33364989,96.16%
32491583,32943590,98.63%
22248081,23139380,96.15%
33731295,34645074,97.36%
35364286,36348624,97.29%
32709199,33772978,96.85%
33209204,33983245,97.72%
26868262,27917600,96.24%
30612791,31058191,98.57%
27351485,28074607,97.42%
34811352,36162256,96.26%
23841964,24495686,97.33%
26099332,26463987,98.62%
26507863,27462082,96.53%
25877574,26428825,97.91%
30169343,30916544,97.58%
32245382,32816698,98.26%
29026817,29819248,97.34%
23080898,23824592,96.88%
24167243,24724336,97.75%
29926774,30837506,97.05%
35534048,35970753,98.79%
26040472,26905407,96.79%
26676338,27177903,98.15%
28325960,29474546,96.10%
30394136,31298984,97.11%
27160712,27594290,98.43%
28915104,30057526,96.20%
25265672,25759981,98.08%
32295933,33569265,96.21%
23418617,24295887,96.39%
31262590,32078345,97.46%
22761094,23368704,97.40%
36234963,36867929,98.28%
25424649,26093795,97.44%
31995458,33243143,96.25%
25293894,26346886,96.00%
24556497,25485573,96.35%
34707149,35557571,97.61%
24320651,25323141,96.04%
27164130,27703222,98.05%
28346452,29445167,96.27%
24325437,24756483,98.26%
31044243,32204647,96.40%
32981940,34125103,96.65%
28355330,28930854,98.01%
30303516,31071147,97.53%
30322358,31414468,96.52%
31912630,32560235,98.01%
24263412,25049335,96.86%
29171699,30138933,96.79%
27437636,28083884,97.70%
34557257,35752054,96.66%
28856435,29871302,96.60%
32792705,33858683,96.85%
26816914,27259473,98.38%
26444340,26898857,98.31%
31200877,32248886,96.75%
32150923,32547127,98.78%
33074852,33530776,98.64%
35593231,37041415,96.09%
25969786,27034238,96.06%
30907389,31859078,97.01%
29866805,30866784,96.76%
33213893,34120392,97.34%
24619653,25167981,97.82%
30734205,31970042,96.13%
31387668,32297483,97.18%
36424040,37229938,97.84%
25203776,26131318,96.45%
30193403,30857303,97.85%
36446493,36916547,98.73%
28097948,28621556,98.17%
32689376,33665760,97.10%
36739304,37512283,97.94%
33191233,34106441,97.32%
29727602,30763353,96.63%
31727065,32969065,96.23%
23289995,24197833,96.25%
32218225,33058577,97.46%
36262394,37171303,97.55%
32933249,34266989,96.11%
22984129,23348651,98.44%
27181659,27768627,97.89%
32764238,33723292,97.16%
31501561,32707947,96.31%
23189398,23594155,98.28%
22310507,23116957,96.51%
35703220,36813106,96.99%
30803411,31798107,96.87%
29939859,30943883,96.76%
33788577,34322480,98.44%
31445681,32690368,96.19%
26179420,26959131,97.11%
37236558,37818384,98.46%
36180930,37227544,97.19%
32412093,33274482,97.41%
23620088,24014973,98.36%
33359153,33983773,98.16%
31051897,31856454,97.47%
26548830,27420002,96.82%
30168244,30734807,98.16%
28285176,29430913,96.11%
33113109,33615590,98.51%
35400777,36140365,97.95%
25213665,25981844,97.04%
25856897,26419796,97.87%
24926834,25562709,97.51%
31072357,31841912,97.58%
37092551,37715818,98.35%
26406612,26889749,98.20%
34605008,35704913,96.92%
36702657,37272126,98.47%
35533876,36889396,96.33%
32233085,33032385,97.58%
28363433,29495279,96.16%
32395360,32895712,98.48%
31121114,32012796,97.21%
28323031,29399440,96.34%
31041586,31687167,97.96%
33042043,33464720,98.74%
26821082,27262708,98.38%
30736496,31153784,98.66%
35839159,37114895,96.56%
35533307,36057705,98.55%
36664207,37855279,96.85%
31121636,31527620,98.71%
31649066,32418626,97.63%
35310415,35983701,98.13%
22734656,23045440,98.65%
33022271,33699446,97.99%
29855972,30532665,97.78%
24441249,24918266,98.09%
23341884,24002814,97.25%
29360879,29826839,98.44%
25537441,26395216,96.75%
27060628,28111842,96.26%
35985910,37009460,97.23%
24351652,24803814,98.18%
33796254,34410405,98.22%
23622819,23937570,98.69%
25590012,26274722,97.39%
27193310,27528324,98.78%
30224466,30944745,97.67%
30570236,31560688,96.86%
27906942,28688956,97.27%
23717523,24482976,96.87%
28303245,29337002,96.48%
24342844,25059324,97.14%
25684651,26466561,97.05%
27849252,28601164,97.37%
28578388,29009945,98.51%
35979885,37381895,96.25%
25725751,26158457,98.35%
23711152,24417544,97.11%
30896076,31531695,97.98%
34430031,35538215,96.88%
,,97.38%
