14980246,16355280,91.59%
26097859,28037383,93.08%
10843216,11174137,97.04%
13866751,15176670,91.37%
26966459,29573106,91.19%
14533956,15767208,92.18%
16169276,17425008,92.79%
19275733,20191829,95.46%
15809458,16095616,98.22%
12568639,13759479,91.35%
14154766,14661967,96.54%
22245447,23110815,96.26%
25219657,27762564,90.84%
25184694,27566854,91.36%
26475092,27425805,96.53%
25901405,27974873,92.59%
22102449,23797592,92.88%
12564246,13228194,94.98%
11374225,12581727,90.40%
15692391,17377760,90.30%
25763109,28419750,90.65%
19765008,20596403,95.96%
9423961,10365624,90.92%
23602353,24808436,95.14%
17345661,18609719,93.21%
23356433,24565572,95.08%
18725243,20015341,93.55%
22566165,22977171,98.21%
17133304,17518120,97.80%
10075347,11169337,90.21%
12624199,12816289,98.50%
15658496,16061017,97.49%
21434722,21938406,97.70%
24082273,24539298,98.14%
25008515,26122723,95.73%
22732710,24328173,93.44%
17183251,17453461,98.45%
26548463,26867390,98.81%
13099314,13597516,96.34%
23265443,23574304,98.69%
21887930,22704115,96.41%
11148365,11587460,96.21%
21670294,23169721,93.53%
18581243,19772272,93.98%
28280365,29524087,95.79%
11019450,12030417,91.60%
17999352,18767886,95.91%
13549707,14674141,92.34%
23562764,24144395,97.59%
24741499,26017808,95.09%
10637321,11311357,94.04%
19683924,20588687,95.61%
15529035,17241991,90.07%
21157824,22049992,95.95%
11605756,12074613,96.12%
15088481,15475533,97.50%
26964838,28355502,95.10%
23364967,25692970,90.94%
15939848,16706955,95.41%
10918473,11539035,94.62%
15441064,16086531,95.99%
23475986,26042626,90.14%
23619107,25857830,91.34%
20016498,20622896,97.06%
28022581,28805774,97.28%
24649735,25037539,98.45%
25568753,26228568,97.48%
19344052,19915980,97.13%
12301581,13520636,90.98%
26686371,29538803,90.34%
24046798,24638936,97.60%
22849706,23803564,95.99%
17596210,18572203,94.74%
13582705,14754341,92.06%
25753633,27708141,92.95%
26285377,27307740,96.26%
11209276,11491497,97.54%
28185194,29927291,94.18%
21527877,23218908,92.72%
11607483,12735467,91.14%
16972364,17645745,96.18%
22067651,24101248,91.56%
14880086,15742453,94.52%
26237837,27220229,96.39%
24123356,25218764,95.66%
18313518,19313474,94.82%
23321024,25420323,91.74%
19057995,20655427,92.27%
23707044,24750539,95.78%
29168403,29933567,97.44%
23565444,24379181,96.66%
14968851,15407047,97.16%
16104968,17112766,94.11%
25369198,25895540,97.97%
9105155,10007059,90.99%
22126395,23683039,93.43%
13857140,14532531,95.35%
23015354,24119523,95.42%
25036546,26139719,95.78%
10771729,11642691,92.52%
26097975,27046515,96.49%
24454772,25655857,95.32%
19706487,20349582,96.84%
16094620,17425037,92.36%
26348339,28076375,93.85%
17247619,19080810,90.39%
17587422,18067074,97.35%
16294988,16986502,95.93%
26736424,28169033,94.91%
27211134,28415814,95.76%
25754747,28381218,90.75%
18685720,19451206,96.06%
21411651,22022375,97.23%
12855412,13348417,96.31%
,,94.66%
